epoch,binary_accuracy,fbeta_score_1,fbeta_score_2,fbeta_score_3,loss,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,val_binary_accuracy,val_fbeta_score_1,val_fbeta_score_2,val_fbeta_score_3,val_loss,val_precision_1,val_precision_2,val_precision_3,val_recall_1,val_recall_2,val_recall_3
0,0.49395161290322581,0.53720117095978026,0.50560964788160012,0.38699235454682379,0.74134328096143665,0.50242005817351798,0.50752923757799207,0.47299940739908525,0.76874662599255961,0.52573722985482985,0.23675813958529504,0.50600000000000001,0.49397757291793826,0.49726141309738159,0.017777769088745118,0.69598266410827636,0.44,0.4599198532104492,0.032000000000000001,1.0,0.76322349309921267,0.0064000000953674313
1,0.5175619834710744,0.54769208953400284,0.53233478138269474,0.47588054552551146,0.71442696082690527,0.50596581510275851,0.52418360631327987,0.5705436950872752,0.83954150420575102,0.60009212336264361,0.31049355766004766,0.5659999990463257,0.49397757291793826,0.40315093231201171,0.0,0.68024671459197994,0.44,0.5383965396881103,0.0,1.0,0.21731317949295043,0.0
2,0.52376033057851235,0.55032241590752085,0.51164758254673859,0.38250933501346052,0.70456456448421001,0.51766746989951651,0.53125669739463111,0.5449822983465904,0.75364684073393007,0.47308463744880741,0.19092910225726356,0.61600000047683712,0.49397757291793826,0.55838899278640752,0.029151126861572264,0.68217520236968998,0.44,0.56514202594757079,0.12799998474121094,1.0,0.54524399375915522,0.0071331269741058351
3,0.49586776859504134,0.54721591443069706,0.50577884222850322,0.41757567017531594,0.71897703852535277,0.50626543484443476,0.49937426107974092,0.51724346363840024,0.84993210508803696,0.56673639766440909,0.25366915011208907,0.60199999952316285,0.49397757291793826,0.55451092052459716,0.061214609622955322,0.68276256084442144,0.44,0.5356033861637115,0.23199997234344483,1.0,0.66140743350982667,0.015704555809497832
4,0.55061983471074383,0.55255316998347759,0.55527278854827256,0.45327203456035331,0.69484167010330955,0.50864232128316711,0.55187221154693733,0.60977306075332582,0.87260602968783418,0.59754219158621857,0.24392163507209336,0.60799999999999998,0.49494351148605348,0.54356690835952759,0.1493375506401062,0.67695041894912722,0.44096774101257324,0.55419616889953616,0.46666662502288819,1.0,0.51668846344947816,0.041192014038562777
5,0.54442148760330578,0.55749023404003173,0.55365916618630906,0.44177543870673691,0.69316851353842368,0.5130982960551238,0.55357990383116662,0.57523285455940187,0.8871740654480359,0.58647387776493043,0.24804671896883279,0.61799999904632563,0.49605483579635617,0.54079250288009639,0.079315610408782961,0.67478464984893793,0.44212903022766115,0.57431920003890991,0.24266664791107179,1.0,0.44727409434318544,0.022815666973590852
6,0.54545454545454541,0.54877914131180316,0.54015308298355291,0.37359242596902137,0.69921979923878819,0.50934111653280656,0.55072251651897908,0.56828020919453015,0.83594096987700661,0.52964774192857345,0.17992015577052251,0.61800000047683712,0.49397757291793826,0.55305094289779666,0.16447113084793091,0.67661386394500733,0.44,0.56115925788879395,0.4666666326522827,1.0,0.53610664176940914,0.047592014133930209
7,0.53925619834710747,0.5423160195350647,0.53396599745947471,0.3767378014966476,0.69447678573860605,0.49723164281569238,0.53199072416163673,0.56966358078412771,0.8665746337126109,0.5528253491752404,0.18057682371336567,0.63000000095367437,0.49934831953048708,0.55191696023941039,0.16896236085891725,0.67086642742156988,0.44562580299377441,0.60327850198745725,0.49866662502288817,0.99663158035278321,0.4197926604747772,0.047592014133930209
8,0.51446280991735538,0.56933571730763455,0.52277973269628097,0.38929898581228967,0.70190296685400089,0.52956144647164782,0.53156804521221757,0.57705628354687333,0.84411857738967766,0.51139959495914866,0.17822590864394322,0.62799999904632564,0.50093313360214231,0.53649974966049196,0.15013883638381958,0.66944918441772461,0.44721720314025881,0.61801897001266481,0.43466663265228273,0.9954285697937012,0.36210220980644225,0.042668937027454376
9,0.56301652892561982,0.55932851480551005,0.54334156375286002,0.39620274009783407,0.68301203920821518,0.52255389217502812,0.56807865596507201,0.65123967149040918,0.81022279124614616,0.49304729158228094,0.17327465424852923,0.63799999904632565,0.50585260152816769,0.5547002415657043,0.19001742982864381,0.66679926013946533,0.45258791160583495,0.6368587946891785,0.50933330059051518,0.98672681808471685,0.37625652766227724,0.057676863014698029
